id,saleprice
2812,196664.84170794327
2080,154650.9040420607
1368,135056.54059965088
2376,111477.65567036196
659,98439.65467557813
1235,118368.50702609088
332,75804.87210297442
1917,134654.10195705754
2094,247602.54782725312
1460,281911.9464498218
1471,209546.17865137907
1509,118258.48154190714
1922,130821.67534372544
433,423583.998974809
460,277095.08006653143
1116,267117.4776763855
1137,165795.6702169288
53,181687.80126249607
2354,281044.9827432347
1475,210335.1605028268
1761,455870.8504037456
842,132011.5216785182
2739,201632.4240379349
2509,157368.62241713604
1007,205410.86084684808
2610,188301.5386185429
1952,73047.1077317325
2719,218142.4758449235
2921,93314.73938284254
1966,139765.28062634545
292,144335.97251376865
1204,203954.4249752637
1829,241462.1618554861
2419,203434.2758212296
391,167982.265164528
798,111796.44351022094
481,193741.21786947193
193,222473.76332232927
555,113446.68143376311
899,38660.502262212394
2357,196086.3795772762
328,116701.3695066752
1356,127504.93308215901
1154,99759.55559436744
1730,202590.57751062122
2249,142701.66736468644
1119,287764.5146623157
2856,127501.7849341077
1394,140339.48306511797
2587,99096.19384906051
61,309904.99492419796
2661,215782.04220398713
2711,121805.88903916864
1147,176890.9631199608
757,140008.9132534065
2623,52122.69711730766
2378,162350.51013781055
1413,131184.87288284395
1722,260632.5686104602
1112,235608.67664888865
1623,192623.65493407057
1201,187925.7180807174
1513,124743.02441949089
957,264666.5193380072
1171,253679.00722041697
1145,196510.17829151388
2726,244370.96574309794
703,163538.82187337897
760,80465.21574595869
1964,133847.93797752413
2512,168710.19854532313
159,153524.60852979321
1281,178598.38643714887
468,185534.88346439094
290,125920.82006362328
665,105247.78517627723
1463,272124.2758778906
1792,214780.3005318761
923,136996.7445372842
500,265454.76938535774
1408,188099.8314210645
331,57746.025519003786
170,149759.5961582271
2192,81572.09043304269
2571,317072.7407356191
2314,171158.5944034923
2647,87669.71261458598
422,379092.86600036174
2457,359514.1493374704
1838,233605.40397690787
2805,273364.7463991063
1645,162224.3236715768
1711,311555.7097479033
2825,265578.942433696
322,323392.4021482366
2103,303129.1655444958
342,123733.32316213902
600,91031.71620236193
488,199686.016299953
1725,342999.1573575231
2246,287139.03164011455
2847,175783.215081147
806,240731.11446648126
530,245346.8783146469
963,189637.95629218998
2678,71760.98825899638
171,90585.78299867985
2401,395158.5543664624
805,217575.3808108911
2259,197769.3250445516
1748,179599.17162073453
1361,137876.3405814715
1677,124098.48031376276
1406,168078.54215057133
2322,251664.1938989201
688,165031.9810309777
143,143099.21908149123
804,193081.40856877825
1214,169490.5481008993
2828,177041.05169841993
1999,223929.78035282055
2467,210738.39132359365
2665,165534.74496178873
1538,313409.00752929004
398,96113.09696359285
2822,133537.7731217558
2157,141921.45870868798
1856,182892.46414005628
1269,71058.59291153295
2570,112411.31674455319
2320,245793.28840623057
1517,127273.0461399513
2304,117605.37985631867
1312,93074.08130818346
2012,138822.61350031488
506,229157.67235775825
2865,192491.78358959412
2367,103498.96231673601
554,103249.25135819029
238,137761.70855406814
1954,101113.3121417626
2488,126389.49730420501
2291,86629.57012243787
1969,72169.13725656552
2725,170550.7607875472
1482,148664.25090921903
2763,189139.07818033273
503,236862.48201284156
1584,234063.1941802999
1531,168215.451375091
2210,170863.67855663697
459,350382.64208297787
556,122892.35286341776
1347,158690.09921242407
1290,74571.57394719355
1388,103660.45569353989
1571,199381.42672337565
2754,237247.24244763912
765,128685.14744499853
2494,116239.9692668083
2870,201028.04049778642
7,221189.52294784092
1114,236549.82496728015
2418,303351.98026590154
291,111504.64361730502
18,350005.48702181195
39,361097.38935141265
1001,263869.01671121357
2442,243708.62952740007
616,115636.19590716847
2680,33473.30306750719
1414,121135.66849344922
289,146947.70825281984
40,304291.54143455415
860,122638.297451812
409,132452.0816986168
673,156820.00096342785
2427,204178.80937813222
2036,213801.4709402984
2564,148368.56692957575
642,198974.80745958298
1008,176340.32199990307
1908,156663.00725704615
2519,209150.00610643055
1369,95450.66926692678
2855,174898.08022495452
712,86145.60796288277
1943,118057.40090030167
1958,140054.66970689048
107,163404.83638016562
2295,198605.8210979869
704,110749.8505329041
676,127505.57141816785
259,174031.71460318007
93,273955.5364914204
106,232473.67257713716
2315,200518.0161832741
1050,105423.13025250033
1095,194172.78882578533
2709,141487.86756572936
758,190236.53787934245
1496,169057.30112789167
2370,123773.76714443412
2458,288382.65084076556
2733,137546.3157184482
161,273901.358903482
726,173923.64785242593
845,215344.3827127471
947,265460.8847065352
2232,127875.64229558589
2563,148444.63097378757
2299,150288.02859255625
211,97045.7275982965
605,191697.50955753334
1478,203583.8278401181
2247,263704.92672144546
2274,218435.74746327076
2869,194538.71852345258
967,214059.79010469143
2656,106747.10391113623
667,250040.88104110595
1042,107083.37704219426
2023,180227.26095079657
2447,327618.46978529653
2055,109859.66993955738
2275,309708.5160428372
2204,177224.62643015516
1563,265175.4453134956
483,247960.24430974855
796,124891.09703504357
1526,150896.51170080955
2042,190305.10432050703
442,326110.5051680487
1693,341261.26324940426
1468,208747.86211798116
1430,180769.581490105
2605,198949.92079210535
1529,190368.71857637947
335,131056.77445508502
1287,133233.40412776227
31,98213.71284502551
1785,299447.5960907509
82,157198.8166130379
2620,125767.39414165221
252,199454.9132972921
721,72775.68538640831
2165,220554.7245439934
2316,176215.41169293443
775,116771.96732054526
1558,115107.32131852889
17,200843.4279325898
1022,242337.1973412305
925,119245.22815937483
438,311201.32739976957
1270,147419.73179975548
1272,115979.7440820552
215,145948.78712270627
266,217407.75962350625
2402,287044.5290310917
1250,126055.28231936472
1984,127022.86259220072
1279,137299.27281145315
377,255394.23264887228
1252,121364.6340507876
2156,252348.60177621138
499,286345.66094616754
1374,118679.47903024722
2898,249865.19113365715
401,98310.60320484787
2721,186499.03541958643
2078,244498.56281331647
2589,124286.22918368832
1946,245126.6039763493
1334,125649.12010537078
2781,240505.80076768395
431,384155.8446893668
576,208664.18567244543
1474,195798.07470611416
2254,146344.3598935072
2155,286502.8925936187
885,79328.97409408481
643,131031.61139773892
1944,123738.06243175537
480,202342.7522229454
2845,96001.56197132664
2387,332005.827503231
2407,268049.809850609
2527,166213.11775907973
2514,147065.66072459382
629,191188.75492123442
80,201463.63232493424
1876,139498.85845013615
1546,125742.12359035281
2518,177051.14061154856
2347,164101.27102834114
783,187631.0408100165
1322,57532.90658105952
194,64414.40324832652
1770,275426.7760151505
2143,128364.16939614044
1229,212083.88863707156
511,284299.53658863605
46,268892.28871430573
1348,181860.31461947729
2465,209116.71638023286
387,233582.4372929774
873,210173.38843247722
1918,110776.78061714089
2764,233577.2114637682
2184,122785.68719342805
934,153119.9747195767
1920,132694.32371671917
2631,144799.72093228088
1768,458266.66463702684
2040,129181.99160820246
1749,228625.2972292166
834,226012.81638744334
1457,244870.93459116603
79,109341.39943728945
2302,101073.19703252787
1817,120163.56339784723
2755,262447.97039420955
359,173208.42277805344
2059,106838.06054984286
2092,224658.01735618088
2516,247846.35733538622
150,104272.47103842889
1656,144013.11337345245
83,103435.72924428209
2411,217192.30500925332
795,40683.59420017194
2312,252265.43972340476
2917,71682.94054245196
1624,178330.46018052218
2215,295945.03052299534
1211,162090.34672303376
1485,156929.36820652772
1024,170546.34607492998
570,209371.30745024694
2874,152098.85734999873
700,182833.9902857037
2756,241873.8630872409
2022,199028.63404549254
583,226505.0483807258
2392,356920.24185826257
2424,212155.46021205862
212,126780.40402066542
736,134347.18960195547
1610,162382.4856997869
890,137507.73783624725
467,177333.74975878626
578,219271.36862924905
1747,165389.59387145762
1149,169785.75282989925
2758,265708.64447419136
857,114190.03010796242
2219,251091.3221723223
733,123912.46050244183
2909,128852.26142744196
1798,268046.7274105872
235,141375.925202873
2366,137000.6959271928
1027,121483.87027160314
1195,129688.95721515774
1303,3749.5597109583905
148,193104.33584728264
608,170944.84312847894
2515,191547.21578994356
821,279334.0279272704
2500,258147.7048835259
745,117735.82460648516
741,138694.66297790245
1611,124282.36031687543
2532,122637.16108859764
1081,226405.9375998871
1692,401841.94887379464
2520,189284.85242015487
276,86641.49871892069
1992,131049.05437772599
663,17352.21059324933
418,133696.96106542842
1733,207673.72760313022
2359,142720.39990716163
253,202603.0626545792
1518,177226.38865668364
2035,160108.48336308612
2919,75804.87210297442
1540,220416.00151353818
2120,147272.88879998223
1674,198309.0388737807
256,140112.23013838488
2361,87623.89404914372
978,65129.48455731876
2280,154782.31968851134
2095,212596.0138634028
1709,323357.29444008786
2801,232939.61045582386
1246,96807.6650297056
2373,109643.64573650822
1055,312344.9335057552
2017,111469.36320340165
1099,261209.80491695396
1344,64591.38389686961
835,186127.94624649198
1117,239928.70769007553
2043,87144.24548627093
2085,119849.93304213359
410,162208.46591207845
2650,116562.40725278559
2867,174154.97085852872
1668,108336.69233257165
1161,171605.96854310762
2122,168252.6482148295
2539,145930.8489590037
1047,141929.84234896264
1445,108705.88610806725
541,132237.44531232805
569,270787.64467004593
1276,116949.01321527048
918,150773.84678055445
326,185984.84031900406
1936,112515.89140014682
895,84966.28184931031
257,131348.9486638349
1241,190095.03133984804
1545,119821.80491878706
1189,169754.63841328578
270,138284.50388272523
2066,205713.98669437203
693,114445.79785570239
1259,188520.08197471255
2916,163745.4019564553
2321,308649.8297440867
1977,122844.89735186372
1895,166086.3157113279
1240,170635.05713276038
85,146513.0174047785
1823,117127.00698592284
825,282657.3025704306
110,228580.60001944422
697,109443.2327965563
2297,88644.56298149555
1231,130449.88059692286
1355,134636.7283376615
968,303368.6871865582
584,211682.38971871114
1315,123328.57680301697
1606,143660.80081774626
206,114731.41588127715
1685,352900.20661398995
2016,148313.63858392864
869,207294.2474560152
2135,111967.48269066894
2346,179788.9362342487
2430,253015.1856498741
2198,81060.07864192197
2652,117190.75925289466
27,107208.13105418462
241,171169.6076749019
906,141405.8076522024
1506,108516.8875614
2098,358963.7439775242
1435,214625.8781350664
2213,102216.4984835263
1274,131890.99452653603
743,15448.575628852093
1737,220380.69787297046
2797,261012.20312229497
2185,50177.06719183648
58,176518.5297406011
830,203284.68847338433
808,97461.14449289632
680,165621.68584787715
1153,103202.8088902291
1291,148223.86480493096
1818,138547.3746914665
2161,203208.566738965
1883,124005.5646900911
350,329706.40130509774
2473,171632.1411901828
295,179354.18426980384
293,210756.35777355268
859,112355.96375883007
288,59587.46514919189
1578,137618.0249685693
102,156301.8963835047
2831,181799.19725458234
1030,187564.813944806
2551,134655.93586657493
1286,155725.9453317027
958,301424.4691821399
776,113075.70780099457
72,213747.95348156526
2263,284935.47335584345
1866,147035.7594343003
2876,56445.428748909835
2146,267394.8956415163
103,166336.9975881416
1500,150126.75027407834
492,197749.32034372533
167,138895.45838525402
2597,108416.31153668795
2685,120247.84197575296
1035,142422.60561054669
1220,15961.145421080582
2602,152940.5124894441
2159,226904.66507640315
695,163885.954874988
1109,235006.33983627782
640,198003.10338310286
1652,152535.82467903805
2090,185091.715798096
1188,222216.9863569588
2345,226420.43268393175
1059,381531.71330140636
2751,268344.94187271
128,210028.06445796223
1523,179888.58435344772
2925,163630.13914032647
2145,306124.2080142486
1121,242335.72117958165
566,311640.84730037145
565,209314.92188703414
1331,145953.3525242235
2928,115476.95693735417
156,143091.066498701
797,165006.4326743612
327,89617.09860974335
2859,156999.0347910196
1453,95706.17007013832
1762,319281.61764464166
1868,203686.50822768523
1760,186720.24258915268
1113,262822.3844045943
1812,181245.79192554846
117,158380.68776739674
1142,213040.6282849319
2342,303747.43283022766
927,137460.41823920942
2478,194509.98563744003
655,65633.47628106127
2064,105689.17389701417
369,239144.56926228944
2239,136156.0264267611
2732,218249.10049933233
1653,160940.4664855153
959,221957.41128449084
2395,357960.0810488605
1412,101335.20053293295
271,256859.92359988496
1484,152124.16658471696
1497,142039.18686993993
552,147675.17130110902
2,118812.8309731603
1855,273472.5892332186
4,268703.63127901446
2292,167048.5927873173
134,161360.94165439619
646,121301.33609180119
42,311430.22281171713
532,220528.60503762958
713,130782.56128749147
2561,134921.95895216241
2360,129673.83651823174
1333,117957.77696646751
1407,201328.36700703023
2892,264899.5558664185
574,218663.28707245237
1227,196705.92970086605
2591,231806.458455461
1476,203097.189031186
1125,251403.71613266203
1446,112528.666262735
408,104407.61669079201
1101,268415.1005634727
2251,198968.8919779612
373,206839.08021721363
2554,118693.82633830674
2382,295134.17769749265
1985,76561.77538968735
519,247065.39719497133
1093,197564.8862217873
864,264725.14523546514
2889,139478.98350244854
2308,225052.33425762644
986,134400.15031982065
1302,153792.04645066016
585,155870.39918343816
2708,149573.3906634744
147,135665.37014901807
1441,222368.9570013703
383,162574.21768927798
285,194889.14680962096
181,122249.3223698111
358,174834.06131977236
780,166500.38434149468
258,203179.60768814324
1865,207232.39644234502
692,136923.24426710408
2902,321620.10568860313
508,275930.2355310295
2638,153449.83665524938
36,158993.36394978964
611,181635.88080498556
2281,124740.59718080811
1678,124098.48031376276
1696,433631.28896441637
1557,83212.78344992739
2180,156794.11862019319
1726,279991.19034728303
951,137106.23590856994
267,238034.50034233075
2706,134547.18285150127
2221,225659.19623627586
1357,188935.3523117041
2901,318421.51634895615
347,186732.36748855936
2164,185928.4209639642
1586,300582.95070982154
360,171389.37429311976
1769,224249.68355602524
2617,131898.97922562252
1879,177718.35215092666
991,218190.29084918182
1535,114579.9408504326
1191,172943.58311591708
1579,229187.67466696788
1882,139248.64676581556
1510,130961.11740570507
2196,191402.15217010837
1845,165838.10978347916
2336,348745.3912232002
942,99386.82241748016
861,115413.00041273687
2555,91509.20474834512
1392,167837.30017034253
2099,307090.8335397872
1543,128459.55157282717
948,268452.72772043676
1239,163236.25928382756
22,175480.59510471334
2796,247609.54601388186
2747,170769.1270090599
92,276243.23966933007
210,174602.5792583441
1858,213546.05107506964
2228,174471.95463703552
447,275647.489385774
827,253232.57428379063
1649,203302.94815534144
682,130871.0824639271
2698,117078.37692712521
494,176638.0356502255
214,113910.9273004417
2441,252256.17448035913
2679,103185.7889283184
1336,128096.54112787102
465,190028.8460464929
1524,135983.86555214797
2543,108935.13187272927
631,129078.32621752843
2452,289145.35303276335
228,154680.66622283176
126,180711.3632421396
1092,267882.6252186201
1122,229495.4220486015
932,229918.50527632667
1980,88354.7195503755
2171,110165.01958836938
551,142141.71115792636
2768,176525.91647396696
2056,107535.0260054891
1159,344743.41221724666
2645,148272.4784870257
1174,160503.5012521809
2266,205292.42847388782
2462,364967.0559328465
1219,138921.1410578942
2922,206319.20296881054
118,145470.67676192144
474,192907.05402215626
2576,166472.0143475696
872,277760.1269173872
1077,255347.38246822634
1536,158327.85717100545
1150,135816.9382108563
2341,305174.7962202623
1931,125629.98509545295
2785,115870.2200258328
2538,121846.92092049556
597,220864.64974943583
464,223985.9917851391
233,228090.23637751158
2169,118416.54087536175
2123,150179.8196927131
1867,180857.49371079967
137,273604.1483694658
515,242550.50444064033
933,128015.33249387411
2784,154601.60288700133
972,167863.17128802754
599,177783.5539821955
2614,112736.5735473827
2582,134055.20658887344
1409,180457.13810875884
175,95270.71189834658
352,225413.66564472354
976,75520.30597583533
2134,191054.103738684
984,96522.74105460873
2396,334424.8391857821
1673,146813.62663718426
404,129106.72506821103
607,180608.86377465224
814,164446.1264524635
868,193830.1084549089
2271,212190.65860104
1633,232327.31371864548
337,201634.7182056414
2765,167561.72773837007
1746,238967.8258401219
368,341750.0144384622
2806,204457.61930641712
1662,189939.565486522
1234,209149.69350177774
1373,133394.17164410473
1672,103133.17208355287
1939,118009.2521217221
