id,saleprice
1717,231841.27152687692
2303,114775.14132438296
116,188862.38371290587
127,135978.02268525749
1371,135217.48358413263
1014,195858.95169539284
1507,77813.26899652058
702,155289.03615540068
750,159055.44875944624
261,146347.10330350057
1559,71004.74350055096
577,232801.7602208892
2812,200300.43027723662
2080,169311.49284212678
1368,122630.71960121422
2376,125117.90354730384
659,124431.16413032287
1235,136164.1379141012
332,77542.22485023264
1917,148888.0469186397
2094,238118.9377160599
1460,254623.8984602968
1471,215306.8770670466
1509,122386.99169301386
1922,129466.53193781702
433,428559.27754048246
460,275911.6058782734
1116,230619.09816453388
1137,171654.49691110034
53,178983.27921040627
2354,259577.7123880912
1475,204936.96377343018
1761,459411.84940621024
842,130947.0827920519
2739,191988.84345818867
2509,156196.67710134396
1007,202456.74998111738
2610,183249.13566281833
1952,108192.11687930133
2719,200199.73002089572
2921,87956.10454778136
1966,143645.9577690752
292,135334.44819423562
1204,200161.2907354472
1829,248196.24124068348
2419,198797.34749328514
391,156071.72086371595
798,123641.96178536424
481,201797.98353009156
193,207858.35418864328
555,116609.39462341618
899,45001.85020547107
2357,177767.81545972484
328,127942.77145599821
1356,110115.60826936556
1154,109877.34348198625
1730,195519.72049454332
2249,144940.89369429508
1119,268946.80538356816
2856,150824.93583236352
1394,126414.20108569735
2587,105335.90818938891
61,291540.78307580325
2661,188501.2507726897
2711,133857.32140900817
1147,192151.2993854284
757,135402.68117601602
2623,66077.11426205632
2378,141980.97101715
1413,152123.66067768386
1722,229456.8170871797
1112,214196.44397344996
1623,180847.63840666637
1201,208038.82984405092
1513,123702.69682749998
957,430959.72379090963
1171,270462.30891684885
1145,201724.36234887358
2726,239362.5358639217
703,153296.77069916818
760,111184.34481304883
1964,139472.8517081518
2512,180378.80203099234
159,151900.68604150496
1281,174166.25964359022
468,186006.0239956912
290,126378.34490703288
665,115569.39213323062
1463,254698.14324826485
1792,212290.3467671418
923,158083.91151648646
500,268332.91869741725
1408,178125.87930923825
331,69613.58065053742
170,139465.05873948944
2192,98308.42866122215
2571,314971.04205405316
2314,162686.7957211517
2647,97102.69128579939
422,380287.0662142306
2457,347018.44230661157
1838,211637.91974858803
2805,259725.97418689335
1645,157166.52647038564
1711,286183.36812333134
2825,240112.95360535
322,320101.9527026393
2103,267978.59399149014
342,133683.24759729393
600,109727.8162228807
488,171634.38699287156
1725,320794.085366151
2246,288062.9859761494
2847,159569.22613063332
806,242988.28530776198
530,222446.9301429501
963,201023.08244848278
2678,101864.7669214835
171,88784.75365210767
2401,402815.30940797407
805,224422.4786091233
2259,213573.21522060086
1748,173774.01382491156
1361,143961.11491444745
1677,126898.81259861779
1406,159587.39028593607
2322,248781.17316811072
688,162942.54328598297
143,151181.78373859107
804,208299.89774912669
1214,173454.33523843938
2828,146719.47764828187
1999,210914.6953184646
2467,203801.5479768178
2665,165153.66488453822
1538,284280.28969076753
398,109516.44716279516
2822,156137.38013977598
2157,158187.17178485208
1856,189670.3749009621
1269,79423.59042115726
2570,128986.58599809682
2320,232708.42088075881
1517,126801.2229018353
2304,115686.59036542177
1312,93449.56839195677
2012,136940.67908035085
506,244692.10501332773
2865,195719.71030924178
2367,112238.04532292605
554,110262.75916658514
238,146943.49832963682
1954,110280.38007742673
2488,120162.28938925121
2291,84399.32492631327
1969,74237.61907148824
2725,170228.31950792237
1482,164566.3547215775
2763,204596.56369600582
503,248663.6433120537
1584,244810.2665520068
1531,158332.1742884667
2210,182419.36508270807
459,333958.89964892634
556,128658.49813832948
1347,155205.20711011667
1290,84955.73304122694
1388,113121.29563189045
1571,338762.7102716812
2754,218429.35532660535
765,152000.67848858683
2494,131414.815822446
2870,208756.5100970217
7,230219.56918928085
1114,245023.03988246745
2418,274703.9628697512
291,118995.32093932765
18,347854.66206763394
39,360971.2553681118
1001,260007.67581407406
2442,230259.55323275487
616,132228.47685560473
2680,51496.087365607644
1414,126120.61889730071
289,157194.826307979
40,262822.81878868485
860,129627.92997091022
409,139100.2753763635
673,151631.3281952663
2427,195367.2599599189
2036,204320.4857408002
2564,143187.68714201325
642,192230.05127016103
1008,183374.8261383018
1908,163482.59387521056
2519,209161.9467018852
1369,93648.16829192522
2855,168738.52467652553
712,104745.59267966784
1943,133530.69300368798
1958,147716.90990115012
107,180015.94767865312
2295,213968.78940018956
704,116615.85693320623
676,146333.49821114235
259,177942.42782006762
93,283125.3807044239
106,230376.11032077318
2315,165722.62782773544
1050,112664.34824407594
1095,212605.8693041088
2709,154101.87536017457
758,168318.98905335215
1496,153234.11067285755
2370,125701.25112690385
2458,282141.34660825063
2733,139202.72028556454
161,248701.29199489875
726,156518.07414728744
845,216945.692882206
947,245346.24306383173
2232,110722.9546296831
2563,139355.840069328
2299,175364.19988474902
211,86778.28631625738
605,179835.63692715182
1478,204999.57860481783
2247,273296.4513213354
2274,225693.66105414619
2869,212403.73819393676
967,209991.6160635577
2656,105538.65945149523
667,214492.0149747465
1042,117425.97091322448
2023,161877.66653032825
2447,350843.7627544757
2055,124650.26796702234
2275,282743.5967110036
2204,180555.13167266018
1563,264464.8246456687
483,227456.52883902955
796,152959.75409957144
1526,151408.94332146095
2042,161382.0766640089
442,328632.1374373414
1693,304708.4406295072
1468,220225.4310859145
1430,178959.55915099836
2605,188384.25094145787
1529,197086.074318165
335,156115.51353139427
1287,122806.10143274919
31,108241.95032846184
1785,298069.6473915561
82,152153.11823230493
2620,144915.00367450385
252,179814.38935505328
721,77585.0814378186
2165,202634.8847447832
2316,177969.62372752526
775,125234.00205671662
1558,97409.3485442448
17,198178.1690268721
1022,253304.3662440122
925,120416.57275797028
438,270424.1165707412
1270,147746.00904634135
1272,124634.07135628653
215,154062.43168634205
266,222441.1604934493
2402,276476.3345761735
1250,134335.4575198904
1984,121259.20557942474
1279,137506.8193379346
377,243999.98753924077
1252,112312.70654000537
2156,265893.0566872192
499,301529.54809371795
1374,133099.6947319868
2898,237191.58618801806
401,109018.46038096648
2721,168582.6086075114
2078,227710.6609612274
2589,125391.10163016108
1946,221234.94505337864
1334,117275.21832573955
2781,229082.43943141453
431,376345.1631431242
576,218290.74893380515
1474,211223.50541678976
2254,139727.2731864071
2155,276757.74403576733
885,88136.45882669734
643,138280.9931190657
1944,127454.0527852559
480,200919.57139832666
2845,113188.16064210204
2387,299111.92660598847
2407,228677.0259560701
2527,168491.92863053223
2514,151437.06857291804
629,174801.04677972425
80,208303.1733509687
1876,150143.09225022772
1546,117605.36187177413
2518,181003.6238486965
2347,163381.13390936263
783,223746.93442679747
1322,61928.540335564685
194,93074.13562947106
1770,281873.1155060642
2143,145212.06855057273
1229,215520.53518161428
511,276683.14466732787
46,242694.01974051708
1348,170243.59186242006
2465,202491.6442951615
387,226911.4025365752
873,230782.94772600816
1918,117496.65216319618
2764,238016.05638536482
2184,107148.34352999691
934,143892.6908513371
1920,134035.8985547007
2631,151124.77404057645
1768,487563.1484552318
2040,119247.62992821247
1749,217532.83138682536
834,252636.3306779827
1457,238131.50189055962
79,117517.1684976035
2302,117137.34432896014
1817,138588.45101447531
2755,247102.9677093944
359,171618.3749802321
2059,112831.9346293565
2092,239405.45423357765
2516,226923.69202811032
150,106553.00312676631
1656,153352.0899171793
83,110225.07168740207
2411,203035.39212319814
795,61864.317581103445
2312,221646.65294224853
2917,109900.23589566702
1624,187543.84143613346
2215,256431.44820772007
1211,160500.73494660103
1485,168827.93780044833
1024,188411.26814317395
570,198574.60903903202
2874,138821.95259390966
700,165214.74510541596
2756,226017.35247608513
2022,177448.80307068847
583,218316.6280852627
2392,341623.1844395284
2424,197582.28839185231
212,132205.342839011
736,123399.30831257915
1610,173970.55232930975
890,123643.87468968394
467,183176.42996771066
578,210822.95001041575
1747,192062.8993122746
1149,175567.4665373904
2758,270253.02761999844
857,132502.29139514564
2219,248601.44406166166
733,114174.26285726999
2909,103303.639814793
1798,247123.04608562146
235,130547.88624882024
2366,141923.87862019805
1027,130933.64193837586
1195,133863.5813174927
1303,34328.80589100887
148,186381.5235941045
608,168896.16129368235
2515,188774.36423882097
821,264761.38125524746
2500,270485.16463854536
745,110827.89413742155
741,132427.06179840898
1611,172001.06204583345
2532,127560.90456163281
1081,231541.31231106186
1692,399754.88137211575
2520,201789.46249312392
276,97034.39480347116
1992,134987.20036102514
663,32604.38464248643
418,129948.77320489223
1733,198944.41544993914
2359,154597.10461376002
253,188943.107932053
1518,173089.001009004
2035,153799.60650048312
2919,77225.53582241041
1540,208292.23937362627
2120,141121.19101237724
1674,185235.19103397155
256,145776.82555103156
2361,93936.44672645356
978,80899.91172749281
2280,130870.84767860896
2095,228542.4578728452
1709,301665.4862458459
2801,233276.0316101053
1246,114387.19568765913
2373,107789.07778539897
1055,283584.65534745273
2017,130479.44044814454
1099,265928.66140033776
1344,67335.1850425709
835,194332.6000601221
1117,235080.29673424762
2043,92919.90807022963
2085,133844.6934177985
410,147631.4792767918
2650,114819.08492421216
2867,157260.74603896102
1668,118358.23742454225
1161,163299.00166299113
2122,180676.79965827928
2539,147433.05030039043
1047,139315.11903684557
1445,120581.96024781774
541,134951.48302077313
569,234098.71334793125
1276,132515.01555706232
918,138739.31986477357
326,160618.39919489968
1936,123652.9160281393
895,102878.71739885853
257,136625.73437791524
1241,191802.79714368534
1545,121468.36361142833
1189,191356.45901163074
270,158789.56864733633
2066,202165.05039164596
693,106769.00512050862
1259,157350.84388149055
2916,153627.7075631728
2321,290819.7670300421
1977,116072.59490226494
1895,157003.34750184492
1240,164436.9342478676
85,164631.83513948228
1823,116174.09302883976
825,284529.82200149936
110,227296.96867651504
697,121137.17332282272
2297,109349.86889601282
1231,138767.2591057382
1355,135833.38157854948
968,330689.67567583325
584,215497.22745665413
1315,137053.93246472374
1606,125361.29153108965
206,100900.10779947937
1685,348487.03072892065
2016,133468.5863979646
869,208280.8490213126
2135,127369.22971682354
2346,181366.7598724776
2430,243544.07852646487
2198,96407.53656082584
2652,126813.96178952302
27,112519.17237180122
241,164366.9101220404
906,137297.8459306054
1506,122927.27847197413
2098,333296.6210969571
1435,221910.15464746678
2213,105886.5719463496
1274,137738.00580536798
743,13703.972979924758
1737,212170.95144018653
2797,267084.01423540845
2185,53871.74833203781
58,146465.268285677
830,205264.96875840827
808,99273.54939556056
680,155794.4696733313
1153,123108.12522121606
1291,157224.56527827837
1818,134248.23532946288
2161,198644.9904830911
1883,123957.08460430722
350,336797.2089249344
2473,162530.41138453467
295,184375.4563473377
293,193605.25409688873
859,126598.27995249617
288,80153.92884134536
1578,126017.61948279744
102,187536.67969918594
2831,175096.38569158106
1030,172619.33383649995
2551,145479.03451987496
1286,146225.4644333731
958,299381.8547627104
776,124204.27533148625
72,224578.64112709824
2263,264822.63140668697
1866,152264.34344524052
2876,61915.37803146664
2146,251784.55345273673
103,176469.06965617868
1500,130236.864795108
492,176706.1753684512
167,139636.6708542037
2597,120205.43679383979
2685,118749.04968982423
1035,144669.94061771486
1220,40304.87645391849
2602,149928.23978746947
2159,209372.95000129472
695,173675.00079034377
1109,260310.74083795375
640,203262.5727765457
1652,159661.27892686194
2090,192873.10260352097
1188,197658.81747550072
2345,226181.03281915377
1059,367543.9141148536
2751,242541.5790382124
128,213306.44260500828
1523,173538.6645897966
2925,176240.2451143626
2145,290795.9420652177
1121,225027.04009050917
566,259962.03198931777
565,229755.89205214276
1331,147822.0781469454
2928,117810.50573881727
156,135373.48965911416
797,149291.35938861602
327,91147.95558301368
2859,155118.72656430618
1453,113060.90563513004
1762,325860.6986870228
1868,197302.09162866708
1760,165930.0213681761
1113,240829.2566422477
1812,197802.6519596977
117,154587.91546419723
1142,211332.71819058998
2342,364088.2914290682
927,135876.71282502977
2478,170036.152038589
655,73797.29724488649
2064,123764.24956934749
369,261953.9994559784
2239,132313.7376189283
2732,212623.51031389297
1653,172796.72538235775
959,212857.64393239992
2395,329500.8553486722
1412,117072.47195886151
271,249293.37807133616
1484,166617.61287556807
1497,145575.37231134213
552,134763.89882040257
2,125347.53480545338
1855,300315.9662423708
4,284638.92318713095
2292,156480.68725834467
134,151677.56604905974
646,105317.78274534068
42,293068.9475978027
532,223565.9921457307
713,116957.85623182688
2561,143241.96897863096
2360,132331.22726469475
1333,128991.75504911478
1407,214957.94482026558
2892,288173.8297000046
574,218706.05949547474
1227,189702.79576219825
2591,215496.0418197511
1476,222879.0842753696
1125,248876.27057249937
1446,146050.39190217113
408,113864.40164495514
1101,279354.92611617805
2251,200503.1205650588
373,198201.7811924945
2554,120282.05699755237
2382,266948.3604703368
1985,89201.03835749948
519,237915.13865931536
1093,177409.94535178915
864,251185.802594512
2889,154728.06501607894
2308,211117.66655953383
986,142759.49974333742
1302,148390.92937935877
585,159303.99960385193
2708,143606.5218497179
147,148234.99069187837
1441,233721.98851662487
383,174775.2010419304
285,165009.2257681127
181,125523.41479406672
358,181680.0517620185
780,167913.55454791003
258,183137.0100533641
1865,214072.09796381966
692,130772.4252270346
2902,315641.88003760664
508,249597.42051379825
2638,153033.88020712297
36,145986.29911317592
611,178382.8506499442
2281,149684.81479228742
1678,143330.10582745416
1696,421534.4841637248
1557,77445.05639367127
2180,140800.250144923
1726,240114.38262289288
951,145452.60669298586
267,225775.42373643417
2706,136914.90514970815
2221,223060.9868139991
1357,181277.05370547718
2901,303597.0646961717
347,154224.75447653534
2164,199421.09274520716
1586,290783.1657939936
360,160622.03448581527
1769,234505.97904592822
2617,142637.76166572107
1879,173368.03126740173
991,207022.1920447047
1535,127410.79569254412
1191,164843.46294563205
1579,221721.24313415796
1882,138694.32357529146
1510,123117.70317230403
2196,186544.6361726893
1845,180440.45382273674
2336,355123.55782478274
942,103353.07281944442
861,116468.00119554924
2555,103377.49038125935
1392,173316.7859726034
2099,267494.232939497
1543,119431.9850627796
948,263411.40362202085
1239,175592.21725521883
22,192730.56309190564
2796,243889.72438340462
2747,204924.3841606035
92,276504.3429663499
210,183560.93436013133
1858,215727.50818383618
2228,166132.73101882887
447,240903.7875866642
827,248994.24910414522
1649,215473.72218611356
682,134884.02018871548
2698,127927.13841353987
494,142250.74336325418
214,115855.97969120482
2441,244763.7949491468
2679,113917.21590176626
1336,120477.01210011817
465,189943.63712094564
1524,138484.27378856705
2543,119334.22934028841
631,155687.1918513329
2452,290521.5662514403
228,161051.19430485732
126,195514.57378010315
1092,244342.04297635486
1122,212222.16081119247
932,213728.660086927
1980,93636.8510053092
2171,120606.11808645396
551,148392.02853073907
2768,177877.18431067443
2056,111192.52155395708
1159,337605.6284766004
2645,140493.61149492004
1174,177520.36407203999
2266,226435.2193068958
2462,368377.99757198995
1219,147400.09242438333
2922,209507.3678651421
118,150535.95526829484
474,180767.4169665991
2576,168509.8026628201
872,282727.38208644744
1077,226804.38971601299
1536,147691.47923461866
1150,122152.95256650695
2341,316443.5955209002
1931,150024.7448309799
2785,130603.99437468359
2538,132250.48086025254
597,214605.55912373937
464,199513.88698487153
233,244152.87791180974
2169,140800.22102695896
2123,157824.95636229415
1867,174725.54547195483
137,264710.7124307535
515,225850.28872741037
933,113352.3741602975
2784,161773.64368881163
972,160669.1606679429
599,167965.59233527433
2614,135436.288955616
2582,143094.61024930523
1409,178296.1209307178
175,118931.86842285
352,211382.94600044965
976,94281.68540668303
2134,198163.55959307955
984,108229.29236463661
2396,327090.2373733524
1673,135476.7427830295
404,134289.8038387312
607,172059.9621397797
814,176286.4437322013
868,195912.62071761853
2271,191631.97184389245
1633,248682.17970049265
337,182708.66388863593
2765,211040.15741645207
1746,250856.27514179808
368,313378.8181019246
2806,215099.31237244015
1662,191150.3740751227
1234,230999.76454140712
1373,129820.85389208453
1672,108197.7496381466
1939,128946.3493391264
